epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.3153,0,120.143,0,0,0,0,0,0,127.853,0,0.00028339,0.00028339,0.00028339
2,145.829,0,99.0587,0,0,0,0,0,0,121.142,0,0.000390912,0.000390912,0.000390912
3,221.55,0,88.8086,0,0,0,0,0,0,104.042,0,0.000300393,0.000300393,0.000300393
